Date,sku,product_name,category,units_sold,price,promotion,store,stock_level,is_assembly_required,customer_rating,fulfillment_center_id,profit_margin_percent,is_seasonal_item
2024-12-15,RASKOG-013,Råskog Cart,Storage,12.41,49.0,0,Milan,374,False,4.94,MIL_FC,34.36,False
2024-11-19,ALEX-012,Alex Drawer Unit,Office,22.92,93.31,0,Valencia,537,True,4.53,VLC_FC,33.03,False
2024-11-07,RASKOG-013,Råskog Cart,Storage,35.96,36.75,1,Bordeaux,57,False,4.03,BDX_FC,12.47,False
2024-11-01,ALEX-012,Alex Drawer Unit,Office,48.86,93.31,0,Porto,124,True,4.79,OPO_FC,33.03,False
2025-02-28,FRIHET-010,Friheten Sofa Bed,Living Room,17.72,457.77,1,Athens,259,True,4.91,ATH_FC,10.01,False
2024-12-13,ALEX-012,Alex Drawer Unit,Office,31.81,93.31,0,Porto,519,True,4.28,OPO_FC,33.03,False
2024-10-20,FJADRAR-014,Fjädrar Cushion,Decoration,42.1,23.1,0,Marseille,380,False,4.31,MRS_FC,31.74,False
2024-11-02,MALM-009,Malm Dresser,Bedroom,25.67,150.57,1,Milan,75,True,4.01,MIL_FC,9.95,True
2024-10-31,FRIHET-010,Friheten Sofa Bed,Living Room,7.61,610.36,0,Thessaloniki,192,True,4.49,THS_FC,32.51,False
2024-07-11,FORNYAD-011,Förnyad Mug,Kitchen,24.38,3.44,0,Marseille,596,False,4.45,MRS_FC,35.89,False
2024-09-18,ALEX-012,Alex Drawer Unit,Office,44.72,93.31,0,Naples,643,True,4.9,NAP_FC,33.03,False
2024-11-27,HEMNES-003,Hemnes Bed,Bedroom,10.0,1990.0,0,Zenata,75,True,3.82,MOR_FC_ZN,30.92,True
2025-05-01,RASKOG-013,Råskog Cart,Storage,8.64,49.0,0,Rome,76,False,4.42,ROM_FC,34.36,False
2025-05-25,RASKOG-013,Råskog Cart,Storage,33.79,49.0,0,Marseille,513,False,4.45,MRS_FC,34.36,False
2024-07-26,FORNYAD-011,Förnyad Mug,Kitchen,21.11,2.58,1,Milan,711,False,4.44,MIL_FC,14.53,True
2025-03-10,ALEX-012,Alex Drawer Unit,Office,46.38,93.31,0,Milan,423,True,4.51,MIL_FC,33.03,False
2025-05-28,MALM-009,Malm Dresser,Bedroom,20.63,200.76,0,Thessaloniki,327,True,4.82,THS_FC,32.46,False
2024-09-20,FRIHET-010,Friheten Sofa Bed,Living Room,8.55,610.36,0,Porto,534,True,4.49,OPO_FC,32.51,False
2025-03-04,ALEX-012,Alex Drawer Unit,Office,8.98,69.98,1,Athens,665,True,4.76,ATH_FC,10.71,False
2024-04-08,RASKOG-013,Råskog Cart,Storage,14.44,49.0,0,Porto,329,False,4.41,OPO_FC,34.36,False
2024-06-29,FJADRAR-014,Fjädrar Cushion,Decoration,29.91,17.32,1,Thessaloniki,25,False,4.49,THS_FC,8.99,False
2025-05-17,ALEX-012,Alex Drawer Unit,Office,36.32,93.31,0,Athens,406,True,4.48,ATH_FC,33.03,False
2025-04-23,FRIHET-010,Friheten Sofa Bed,Living Room,30.89,610.36,0,Valencia,524,True,4.77,VLC_FC,32.51,False
2024-04-12,FRIHET-010,Friheten Sofa Bed,Living Room,31.34,610.36,0,Marseille,598,True,4.24,MRS_FC,32.51,False
2024-12-31,RASKOG-013,Råskog Cart,Storage,33.86,36.75,1,Bordeaux,131,False,4.34,BDX_FC,12.47,True
2024-10-31,FORNYAD-011,Förnyad Mug,Kitchen,45.87,3.44,0,Rome,632,False,4.65,ROM_FC,35.89,True
2024-06-28,MALM-009,Malm Dresser,Bedroom,21.45,200.76,0,Valencia,199,True,4.58,VLC_FC,32.46,False
2024-08-26,FJADRAR-014,Fjädrar Cushion,Decoration,37.14,23.1,0,Porto,343,False,4.46,OPO_FC,31.74,False
2024-07-03,ALEX-012,Alex Drawer Unit,Office,35.38,93.31,0,Valencia,703,True,4.21,VLC_FC,33.03,False
2024-06-18,RASKOG-013,Råskog Cart,Storage,46.24,36.75,1,Athens,95,False,4.34,ATH_FC,12.47,False
2024-11-20,FORNYAD-011,Förnyad Mug,Kitchen,42.01,2.58,1,Naples,259,False,4.37,NAP_FC,14.53,False
2024-02-16,RASKOG-013,Råskog Cart,Storage,21.29,49.0,0,Valencia,244,False,4.36,VLC_FC,34.36,False
2024-10-28,FRIHET-010,Friheten Sofa Bed,Living Room,39.4,610.36,0,Valencia,251,True,4.73,VLC_FC,32.51,False
2024-09-13,FORNYAD-011,Förnyad Mug,Kitchen,35.66,3.44,0,Barcelona,624,False,4.91,BCN_FC,35.89,False
2024-01-07,FJADRAR-014,Fjädrar Cushion,Decoration,21.0,23.1,0,Porto,796,False,4.61,OPO_FC,31.74,False
2024-07-08,ALEX-012,Alex Drawer Unit,Office,6.3,93.31,0,Porto,746,True,3.99,OPO_FC,33.03,False
2024-07-13,RASKOG-013,Råskog Cart,Storage,33.71,36.75,1,Rome,639,False,3.96,ROM_FC,12.47,False
2024-12-25,FRIHET-010,Friheten Sofa Bed,Living Room,15.13,610.36,0,Rome,545,True,3.82,ROM_FC,32.51,False
2024-10-30,ALEX-012,Alex Drawer Unit,Office,13.57,93.31,0,Thessaloniki,332,True,4.0,THS_FC,33.03,False
2025-03-16,FORNYAD-011,Förnyad Mug,Kitchen,37.11,3.44,0,Porto,573,False,3.9,OPO_FC,35.89,False
2024-03-01,FRIHET-010,Friheten Sofa Bed,Living Room,22.95,610.36,0,Athens,587,True,4.92,ATH_FC,32.51,False
2024-06-19,ALEX-012,Alex Drawer Unit,Office,43.8,93.31,0,Athens,140,True,4.73,ATH_FC,33.03,False
2024-10-22,FJADRAR-014,Fjädrar Cushion,Decoration,15.9,23.1,0,Bordeaux,721,False,4.91,BDX_FC,31.74,False
2024-10-21,ALEX-012,Alex Drawer Unit,Office,6.71,93.31,0,Rome,474,True,4.69,ROM_FC,33.03,False
2024-11-05,ALEX-012,Alex Drawer Unit,Office,10.98,93.31,0,Porto,799,True,4.34,OPO_FC,33.03,False
2025-02-11,ALEX-012,Alex Drawer Unit,Office,20.7,93.31,0,Thessaloniki,300,True,4.15,THS_FC,33.03,False
2025-04-24,FJADRAR-014,Fjädrar Cushion,Decoration,6.38,23.1,0,Valencia,201,False,4.95,VLC_FC,31.74,False
2024-06-22,FRIHET-010,Friheten Sofa Bed,Living Room,10.37,610.36,0,Milan,290,True,3.96,MIL_FC,32.51,False
2024-07-13,MALM-009,Malm Dresser,Bedroom,44.17,200.76,0,Barcelona,162,True,3.83,BCN_FC,32.46,False
2024-08-08,ALEX-012,Alex Drawer Unit,Office,33.51,69.98,1,Porto,547,True,4.7,OPO_FC,10.71,False
2025-04-25,FRIHET-010,Friheten Sofa Bed,Living Room,23.54,610.36,0,Rome,199,True,3.89,ROM_FC,32.51,False
2024-11-28,MALM-009,Malm Dresser,Bedroom,47.68,200.76,0,Valencia,235,True,4.72,VLC_FC,32.46,False
2024-11-01,FRIHET-010,Friheten Sofa Bed,Living Room,31.37,610.36,0,Rome,414,True,4.94,ROM_FC,32.51,False
2024-11-20,MALM-009,Malm Dresser,Bedroom,28.51,200.76,0,Barcelona,230,True,4.63,BCN_FC,32.46,False
2024-09-07,FJADRAR-014,Fjädrar Cushion,Decoration,19.26,23.1,0,Barcelona,572,False,4.97,BCN_FC,31.74,True
2024-11-18,FJADRAR-014,Fjädrar Cushion,Decoration,20.36,23.1,0,Rome,318,False,4.46,ROM_FC,31.74,True
2024-03-05,ALEX-012,Alex Drawer Unit,Office,22.41,93.31,0,Barcelona,385,True,4.75,BCN_FC,33.03,False
2024-10-30,MALM-009,Malm Dresser,Bedroom,24.24,200.76,0,Thessaloniki,634,True,4.38,THS_FC,32.46,False
2025-05-09,FJADRAR-014,Fjädrar Cushion,Decoration,38.95,23.1,0,Porto,598,False,4.57,OPO_FC,31.74,False
2024-10-16,RASKOG-013,Råskog Cart,Storage,10.28,49.0,0,Athens,649,False,4.07,ATH_FC,34.36,False
2024-12-05,FJADRAR-014,Fjädrar Cushion,Decoration,12.51,17.32,1,Valencia,504,False,4.46,VLC_FC,8.99,False
2024-04-05,RASKOG-013,Råskog Cart,Storage,10.73,49.0,0,Marseille,794,False,3.83,MRS_FC,34.36,False
2024-11-05,FRIHET-010,Friheten Sofa Bed,Living Room,40.22,610.36,0,Marseille,333,True,4.51,MRS_FC,32.51,False
2024-05-15,FJADRAR-014,Fjädrar Cushion,Decoration,7.6,23.1,0,Thessaloniki,272,False,4.09,THS_FC,31.74,False
2024-08-31,RASKOG-013,Råskog Cart,Storage,33.11,49.0,0,Marseille,612,False,3.91,MRS_FC,34.36,True
2024-10-17,ALEX-012,Alex Drawer Unit,Office,12.29,93.31,0,Thessaloniki,411,True,4.27,THS_FC,33.03,False
2025-01-30,FORNYAD-011,Förnyad Mug,Kitchen,22.79,2.58,1,Barcelona,328,False,4.93,BCN_FC,14.53,False
2024-08-22,RASKOG-013,Råskog Cart,Storage,21.7,49.0,0,Marseille,65,False,4.12,MRS_FC,34.36,False
2025-05-06,FRIHET-010,Friheten Sofa Bed,Living Room,49.82,610.36,0,Milan,529,True,3.83,MIL_FC,32.51,False
2024-09-28,FRIHET-010,Friheten Sofa Bed,Living Room,33.02,610.36,0,Bordeaux,72,True,4.04,BDX_FC,32.51,False
2024-03-19,RASKOG-013,Råskog Cart,Storage,28.19,36.75,1,Barcelona,459,False,3.8,BCN_FC,12.47,False
2024-08-07,FORNYAD-011,Förnyad Mug,Kitchen,18.74,3.44,0,Naples,777,False,3.92,NAP_FC,35.89,False
2024-12-07,RASKOG-013,Råskog Cart,Storage,45.31,36.75,1,Rome,503,False,4.44,ROM_FC,12.47,False
2024-09-21,ALEX-012,Alex Drawer Unit,Office,34.39,69.98,1,Naples,513,True,4.13,NAP_FC,10.71,False
2024-05-07,MALM-009,Malm Dresser,Bedroom,40.85,200.76,0,Rome,505,True,4.4,ROM_FC,32.46,False
2024-03-29,FRIHET-010,Friheten Sofa Bed,Living Room,13.08,610.36,0,Marseille,413,True,4.89,MRS_FC,32.51,False
2024-09-21,FORNYAD-011,Förnyad Mug,Kitchen,42.83,2.58,1,Rome,566,False,4.48,ROM_FC,14.53,False
2024-01-17,RASKOG-013,Råskog Cart,Storage,11.32,49.0,0,Milan,599,False,4.59,MIL_FC,34.36,False
2024-11-23,FRIHET-010,Friheten Sofa Bed,Living Room,42.28,610.36,0,Milan,521,True,3.97,MIL_FC,32.51,False
2024-06-10,FJADRAR-014,Fjädrar Cushion,Decoration,38.08,17.32,1,Valencia,579,False,4.21,VLC_FC,8.99,False
2024-09-24,MALM-009,Malm Dresser,Bedroom,9.59,200.76,0,Thessaloniki,405,True,4.94,THS_FC,32.46,False
2024-10-28,FJADRAR-014,Fjädrar Cushion,Decoration,7.87,23.1,0,Valencia,303,False,4.11,VLC_FC,31.74,False
2024-07-16,FORNYAD-011,Förnyad Mug,Kitchen,12.42,2.58,1,Marseille,47,False,3.89,MRS_FC,14.53,False
2024-06-07,FRIHET-010,Friheten Sofa Bed,Living Room,40.37,610.36,0,Bordeaux,492,True,4.21,BDX_FC,32.51,False
2024-05-08,ALEX-012,Alex Drawer Unit,Office,11.5,93.31,0,Valencia,216,True,4.44,VLC_FC,33.03,False
2024-12-08,FRIHET-010,Friheten Sofa Bed,Living Room,12.82,610.36,0,Milan,229,True,4.08,MIL_FC,32.51,False
2024-10-05,FRIHET-010,Friheten Sofa Bed,Living Room,46.15,610.36,0,Valencia,426,True,4.9,VLC_FC,32.51,False
2024-07-29,ALEX-012,Alex Drawer Unit,Office,11.19,69.98,1,Porto,35,True,4.91,OPO_FC,10.71,False
2025-05-06,RASKOG-013,Råskog Cart,Storage,31.57,49.0,0,Porto,182,False,4.97,OPO_FC,34.36,False
2025-03-11,MALM-009,Malm Dresser,Bedroom,29.46,200.76,0,Bordeaux,172,True,4.24,BDX_FC,32.46,False
2024-10-29,FJADRAR-014,Fjädrar Cushion,Decoration,19.48,23.1,0,Marseille,297,False,4.79,MRS_FC,31.74,True
2024-11-05,FJADRAR-014,Fjädrar Cushion,Decoration,27.03,23.1,0,Thessaloniki,438,False,4.86,THS_FC,31.74,True
2024-07-18,ALEX-012,Alex Drawer Unit,Office,26.47,93.31,0,Milan,310,True,4.52,MIL_FC,33.03,False
2024-06-09,ALEX-012,Alex Drawer Unit,Office,6.94,69.98,1,Barcelona,664,True,4.42,BCN_FC,10.71,False
